Family_Income,Scholarship,Education_Loan,Father_Occupation,Mother_Occupation,Parent_Education,Home_Location,HighSchool_Grade,Admission_Quota,Dropout,Batch
35000,No,No,Factory Worker,Shopkeeper,Primary School,Rural,59.0,Merit,1,2024
12000,Yes,Yes,Doctor,Shopkeeper,HighSchool,Semi-Urban,63.9,OBC,0,2023
8000,No,No,Farmer,Teacher,Graduate,Urban,43.3,SC/ST,1,2024
18000,No,No,Engineer,Shopkeeper,HighSchool,Urban,94.7,SC/ST,0,2023
18000,No,No,Doctor,Nurse,Primary School,Rural,98.8,Merit,1,2022
12000,Yes,No,Small Business,Teacher,Graduate,Semi-Urban,61.7,Management,0,2023
18000,Yes,No,Farmer,Government Job,Graduate,Rural,52.7,Merit,1,2023
18000,Yes,Yes,Small Business,Shopkeeper,Postgraduate,Semi-Urban,81.6,NRI,1,2023
12000,Yes,No,Daily Wage Worker,Homemaker,Graduate,Rural,84.7,Merit,1,2023
18000,No,Yes,Small Business,Daily Wage Worker,Primary School,Urban,49.1,Merit,1,2023
35000,No,No,Doctor,Nurse,Graduate,Urban,68.7,Merit,0,2022
12000,Yes,No,Driver,Government Job,Graduate,Rural,51.5,OBC,1,2023
75000,No,No,Driver,Factory Worker,Primary School,Rural,53.8,Management,1,2022
75000,Yes,No,Teacher,Farmer,Primary School,Semi-Urban,69.1,Management,0,2023
25000,No,Yes,Government Job,Daily Wage Worker,Graduate,Semi-Urban,63.6,Management,1,2022
12000,No,Yes,Shopkeeper,Factory Worker,Graduate,Urban,68.0,Merit,0,2023
25000,Yes,No,Shopkeeper,Farmer,HighSchool,Rural,62.7,Merit,0,2024
60000,No,Yes,Government Job,Government Job,Graduate,Rural,44.3,SC/ST,1,2023
35000,No,Yes,Daily Wage Worker,Shopkeeper,HighSchool,Semi-Urban,44.5,Merit,1,2023
45000,No,No,Engineer,Teacher,Diploma,Semi-Urban,55.5,SC/ST,1,2022
25000,No,Yes,Engineer,Homemaker,Graduate,Semi-Urban,70.9,Management,0,2021
35000,No,Yes,Teacher,Daily Wage Worker,HighSchool,Rural,52.6,Merit,1,2024
12000,Yes,Yes,Farmer,Nurse,HighSchool,Rural,76.9,SC/ST,1,2021
45000,No,No,Doctor,Shopkeeper,Graduate,Rural,84.9,Merit,0,2023
8000,Yes,No,Government Job,Government Job,HighSchool,Urban,92.6,Merit,0,2021
35000,Yes,No,Engineer,Government Job,Postgraduate,Semi-Urban,95.7,Merit,0,2023
60000,No,No,Daily Wage Worker,Farmer,Postgraduate,Rural,61.5,Merit,1,2024
8000,No,No,Doctor,Nurse,Graduate,Rural,95.6,Management,1,2021
35000,Yes,Yes,Daily Wage Worker,Nurse,Graduate,Urban,91.6,OBC,0,2021
5000,Yes,No,Driver,Shopkeeper,Postgraduate,Semi-Urban,58.6,Merit,0,2022
45000,Yes,No,Factory Worker,Homemaker,Graduate,Urban,61.8,OBC,0,2022
5000,No,No,Shopkeeper,Teacher,Graduate,Urban,49.9,Management,1,2021
75000,Yes,No,Teacher,Daily Wage Worker,Primary School,Rural,91.3,Merit,0,2023
8000,Yes,No,Shopkeeper,Farmer,Graduate,Urban,71.2,Merit,0,2022
75000,Yes,Yes,Small Business,Teacher,HighSchool,Rural,52.1,Management,0,2024
45000,No,Yes,Daily Wage Worker,Daily Wage Worker,Primary School,Urban,87.8,Sports,1,2022
25000,Yes,No,Shopkeeper,Government Job,Graduate,Semi-Urban,90.2,Merit,0,2022
45000,No,Yes,Teacher,Government Job,HighSchool,Semi-Urban,77.7,SC/ST,1,2023
45000,Yes,Yes,Teacher,Factory Worker,Primary School,Semi-Urban,63.3,Merit,0,2021
75000,No,Yes,Small Business,Daily Wage Worker,Graduate,Rural,53.0,Merit,0,2022
12000,Yes,Yes,Government Job,Farmer,Primary School,Semi-Urban,85.2,OBC,1,2021
25000,No,No,Teacher,Daily Wage Worker,Postgraduate,Rural,85.5,Merit,0,2021
5000,Yes,No,Engineer,Farmer,Postgraduate,Rural,70.1,Merit,0,2021
35000,No,Yes,Daily Wage Worker,Shopkeeper,Graduate,Semi-Urban,83.8,SC/ST,1,2021
8000,No,No,Small Business,Shopkeeper,HighSchool,Urban,51.8,Merit,1,2021
25000,Yes,No,Government Job,Nurse,Graduate,Rural,71.2,SC/ST,1,2023
25000,Yes,No,Driver,Homemaker,No Formal Education,Rural,59.2,Sports,1,2023
18000,No,No,Government Job,Farmer,Graduate,Urban,98.5,Merit,0,2023
25000,Yes,No,Engineer,Nurse,HighSchool,Semi-Urban,65.0,Merit,0,2021
45000,No,No,Doctor,Daily Wage Worker,Diploma,Semi-Urban,52.1,Sports,0,2024
45000,Yes,Yes,Farmer,Homemaker,HighSchool,Rural,51.6,OBC,1,2023
25000,Yes,No,Doctor,Nurse,Postgraduate,Semi-Urban,98.7,NRI,0,2024
25000,Yes,Yes,Small Business,Homemaker,HighSchool,Urban,99.0,SC/ST,0,2024
75000,Yes,No,Driver,Shopkeeper,Diploma,Rural,87.2,SC/ST,0,2022
8000,No,No,Small Business,Teacher,HighSchool,Semi-Urban,68.4,Merit,0,2023
8000,No,Yes,Government Job,Nurse,Diploma,Rural,79.3,Merit,1,2021
5000,Yes,No,Engineer,Factory Worker,Postgraduate,Rural,81.4,Management,0,2024
35000,No,No,Government Job,Farmer,HighSchool,Semi-Urban,47.7,Management,1,2024
18000,No,Yes,Doctor,Nurse,Primary School,Semi-Urban,48.5,Management,1,2022
45000,Yes,No,Factory Worker,Nurse,Primary School,Semi-Urban,63.2,Merit,0,2023
35000,No,No,Shopkeeper,Homemaker,Graduate,Semi-Urban,62.1,Management,0,2022
12000,No,Yes,Driver,Factory Worker,Graduate,Semi-Urban,67.6,Management,0,2021
60000,Yes,No,Small Business,Factory Worker,Graduate,Semi-Urban,57.9,NRI,0,2021
45000,No,Yes,Teacher,Homemaker,Graduate,Rural,76.5,Merit,0,2024
12000,No,No,Government Job,Farmer,Primary School,Rural,84.5,Sports,1,2023
18000,No,No,Driver,Homemaker,Postgraduate,Rural,91.4,SC/ST,1,2021
12000,No,No,Daily Wage Worker,Shopkeeper,Graduate,Urban,64.2,Sports,0,2024
8000,Yes,Yes,Shopkeeper,Daily Wage Worker,Graduate,Rural,57.2,Management,0,2024
8000,Yes,No,Government Job,Daily Wage Worker,HighSchool,Rural,48.9,Merit,0,2021
75000,Yes,Yes,Factory Worker,Daily Wage Worker,Graduate,Semi-Urban,73.1,SC/ST,0,2022
18000,No,Yes,Teacher,Teacher,Graduate,Urban,42.3,NRI,0,2023
18000,No,No,Government Job,Teacher,HighSchool,Urban,90.6,Merit,0,2021
45000,No,No,Shopkeeper,Teacher,No Formal Education,Urban,68.1,OBC,1,2022
25000,Yes,Yes,Small Business,Government Job,Graduate,Rural,75.9,Merit,0,2023
75000,Yes,Yes,Factory Worker,Nurse,Graduate,Rural,63.6,OBC,0,2024
45000,No,No,Shopkeeper,Government Job,Primary School,Urban,40.2,Merit,1,2024
18000,Yes,Yes,Farmer,Shopkeeper,Postgraduate,Urban,86.5,NRI,1,2021
18000,Yes,No,Shopkeeper,Government Job,Primary School,Urban,68.0,Merit,0,2023
100000,No,Yes,Driver,Teacher,HighSchool,Urban,64.0,Management,0,2022
35000,Yes,Yes,Government Job,Daily Wage Worker,HighSchool,Rural,84.8,Management,0,2021
75000,Yes,No,Driver,Teacher,Graduate,Rural,60.5,Merit,0,2022
8000,No,No,Daily Wage Worker,Daily Wage Worker,Primary School,Semi-Urban,78.2,OBC,1,2024
60000,No,No,Farmer,Shopkeeper,Graduate,Semi-Urban,82.8,Merit,1,2022
35000,Yes,No,Factory Worker,Nurse,Diploma,Rural,98.0,OBC,0,2023
8000,Yes,Yes,Shopkeeper,Farmer,HighSchool,Semi-Urban,85.3,Sports,0,2022
25000,Yes,No,Farmer,Teacher,Primary School,Urban,41.4,Merit,1,2024
35000,Yes,Yes,Factory Worker,Daily Wage Worker,Diploma,Rural,76.9,Merit,1,2022
3000,Yes,Yes,Farmer,Farmer,Diploma,Rural,76.4,OBC,1,2021
18000,No,Yes,Factory Worker,Nurse,Primary School,Semi-Urban,47.3,Merit,1,2022
60000,No,No,Driver,Teacher,Diploma,Rural,84.3,OBC,1,2022
12000,No,Yes,Engineer,Factory Worker,Diploma,Urban,62.1,SC/ST,0,2021
18000,Yes,No,Farmer,Nurse,Postgraduate,Urban,76.8,Merit,0,2023
18000,Yes,No,Small Business,Nurse,Graduate,Rural,55.8,SC/ST,0,2021
12000,Yes,No,Doctor,Teacher,No Formal Education,Urban,50.4,Management,1,2021
75000,No,Yes,Factory Worker,Government Job,Diploma,Semi-Urban,63.4,Merit,0,2024
45000,No,No,Doctor,Teacher,No Formal Education,Semi-Urban,52.2,Management,1,2021
8000,Yes,No,Engineer,Nurse,Diploma,Urban,98.2,Merit,0,2023
100000,No,No,Teacher,Farmer,HighSchool,Urban,82.9,OBC,0,2024
60000,No,Yes,Shopkeeper,Farmer,Postgraduate,Rural,42.2,Management,1,2024
12000,Yes,No,Factory Worker,Teacher,Diploma,Semi-Urban,62.7,Merit,0,2024
60000,Yes,Yes,Farmer,Farmer,Postgraduate,Semi-Urban,93.9,Merit,0,2022
5000,Yes,Yes,Farmer,Nurse,Graduate,Urban,75.1,Merit,0,2024
100000,No,No,Government Job,Homemaker,Diploma,Urban,68.6,Management,0,2024
35000,No,No,Small Business,Farmer,HighSchool,Urban,71.7,Management,1,2022
35000,No,No,Factory Worker,Daily Wage Worker,HighSchool,Rural,57.9,Merit,1,2024
5000,No,No,Shopkeeper,Daily Wage Worker,Graduate,Semi-Urban,62.9,Merit,1,2021
60000,No,Yes,Doctor,Homemaker,Postgraduate,Rural,51.6,Merit,0,2024
3000,No,No,Driver,Shopkeeper,HighSchool,Semi-Urban,81.9,OBC,1,2022
12000,Yes,Yes,Engineer,Homemaker,Diploma,Urban,54.0,Merit,0,2024
8000,No,Yes,Teacher,Shopkeeper,HighSchool,Semi-Urban,65.1,Management,1,2021
45000,No,Yes,Factory Worker,Nurse,Diploma,Rural,94.7,Merit,1,2023
8000,No,No,Small Business,Shopkeeper,Postgraduate,Semi-Urban,63.9,Merit,0,2024
75000,Yes,Yes,Factory Worker,Teacher,Primary School,Rural,59.9,Merit,0,2023
35000,No,Yes,Doctor,Teacher,HighSchool,Rural,64.9,SC/ST,1,2021
3000,No,No,Doctor,Nurse,Graduate,Urban,54.7,Management,1,2024
3000,No,Yes,Small Business,Teacher,HighSchool,Urban,83.2,Merit,1,2024
5000,No,No,Government Job,Nurse,Primary School,Rural,80.0,Merit,1,2022
35000,Yes,Yes,Driver,Nurse,HighSchool,Semi-Urban,54.9,SC/ST,1,2024
45000,No,Yes,Teacher,Shopkeeper,Graduate,Semi-Urban,64.8,Merit,0,2021
12000,No,Yes,Farmer,Teacher,Postgraduate,Rural,71.4,OBC,1,2022
60000,Yes,Yes,Doctor,Homemaker,Postgraduate,Semi-Urban,91.2,Merit,0,2022
5000,No,Yes,Teacher,Nurse,Graduate,Rural,59.8,Merit,0,2023
45000,Yes,No,Factory Worker,Teacher,Graduate,Urban,74.1,Management,0,2024
75000,No,No,Driver,Government Job,Graduate,Urban,95.5,Management,0,2024
45000,Yes,Yes,Teacher,Homemaker,Diploma,Rural,55.4,SC/ST,0,2021
35000,No,Yes,Daily Wage Worker,Nurse,HighSchool,Rural,83.0,Merit,1,2024
60000,No,Yes,Engineer,Factory Worker,HighSchool,Rural,78.7,Merit,0,2024
5000,No,No,Small Business,Factory Worker,Diploma,Urban,48.8,Management,1,2022
8000,Yes,No,Daily Wage Worker,Teacher,Postgraduate,Urban,98.1,Management,0,2023
8000,No,Yes,Shopkeeper,Homemaker,Graduate,Urban,86.2,Merit,0,2023
25000,Yes,Yes,Farmer,Homemaker,Postgraduate,Semi-Urban,65.3,Sports,0,2024
45000,Yes,No,Small Business,Government Job,HighSchool,Urban,73.0,Merit,0,2022
35000,No,No,Government Job,Homemaker,Primary School,Semi-Urban,61.3,OBC,1,2023
60000,No,Yes,Engineer,Daily Wage Worker,Postgraduate,Rural,55.4,Sports,0,2023
8000,No,Yes,Teacher,Shopkeeper,HighSchool,Semi-Urban,92.9,Management,1,2024
45000,Yes,No,Government Job,Homemaker,Diploma,Semi-Urban,74.5,OBC,0,2022
8000,Yes,No,Factory Worker,Shopkeeper,Primary School,Rural,61.8,SC/ST,1,2024
12000,No,No,Farmer,Farmer,Postgraduate,Rural,90.2,Management,1,2024
35000,No,No,Shopkeeper,Factory Worker,No Formal Education,Semi-Urban,66.1,SC/ST,1,2024
100000,Yes,No,Driver,Factory Worker,Postgraduate,Semi-Urban,50.9,Merit,0,2023
35000,No,No,Doctor,Teacher,HighSchool,Rural,49.0,Management,1,2024
5000,No,Yes,Daily Wage Worker,Nurse,HighSchool,Rural,95.5,Merit,1,2024
35000,No,No,Factory Worker,Homemaker,Graduate,Urban,62.6,SC/ST,1,2024
5000,No,Yes,Factory Worker,Daily Wage Worker,Diploma,Semi-Urban,63.3,Merit,1,2021
60000,Yes,No,Teacher,Farmer,HighSchool,Rural,71.7,Sports,0,2022
35000,Yes,No,Small Business,Daily Wage Worker,Graduate,Urban,74.0,OBC,0,2024
8000,No,No,Engineer,Teacher,HighSchool,Semi-Urban,65.5,Merit,1,2022
5000,No,No,Engineer,Government Job,HighSchool,Rural,95.2,NRI,0,2022
8000,Yes,Yes,Teacher,Teacher,No Formal Education,Rural,59.5,OBC,1,2023
100000,No,Yes,Government Job,Nurse,Diploma,Rural,46.7,Merit,0,2024
18000,No,Yes,Engineer,Factory Worker,Primary School,Rural,98.7,SC/ST,1,2021
45000,No,Yes,Shopkeeper,Shopkeeper,Graduate,Urban,53.0,Merit,0,2023
35000,Yes,Yes,Engineer,Shopkeeper,Graduate,Urban,95.7,OBC,0,2022
25000,Yes,Yes,Doctor,Nurse,HighSchool,Semi-Urban,89.9,Management,0,2024
8000,Yes,No,Shopkeeper,Government Job,Diploma,Rural,85.9,SC/ST,1,2021
75000,No,Yes,Shopkeeper,Government Job,Graduate,Rural,47.8,SC/ST,1,2021
12000,Yes,No,Doctor,Factory Worker,Graduate,Urban,42.1,NRI,0,2022
25000,No,No,Small Business,Government Job,Diploma,Urban,50.1,Merit,0,2024
35000,Yes,Yes,Farmer,Teacher,Graduate,Semi-Urban,63.7,Management,1,2023
35000,No,Yes,Driver,Homemaker,HighSchool,Urban,86.7,SC/ST,1,2022
75000,No,No,Doctor,Homemaker,Diploma,Rural,63.2,Management,0,2021
8000,No,Yes,Doctor,Farmer,Primary School,Semi-Urban,41.8,OBC,1,2023
25000,No,No,Shopkeeper,Daily Wage Worker,Postgraduate,Rural,44.2,Merit,1,2024
18000,No,Yes,Government Job,Nurse,Diploma,Semi-Urban,67.2,Merit,0,2024
18000,Yes,Yes,Farmer,Homemaker,Graduate,Semi-Urban,41.7,Merit,1,2021
8000,Yes,No,Teacher,Farmer,Diploma,Semi-Urban,84.6,Management,0,2024
8000,Yes,Yes,Shopkeeper,Government Job,No Formal Education,Urban,54.5,OBC,1,2022
12000,No,Yes,Farmer,Farmer,Primary School,Rural,68.7,NRI,1,2024
12000,No,Yes,Shopkeeper,Farmer,HighSchool,Rural,86.7,SC/ST,1,2024
18000,No,Yes,Doctor,Shopkeeper,Graduate,Urban,72.6,Sports,0,2022
35000,No,Yes,Doctor,Factory Worker,Graduate,Semi-Urban,92.1,Merit,0,2024
35000,No,No,Shopkeeper,Factory Worker,HighSchool,Urban,90.0,Management,0,2023
18000,Yes,Yes,Government Job,Nurse,Diploma,Urban,50.2,Merit,0,2021
18000,Yes,No,Factory Worker,Government Job,HighSchool,Semi-Urban,41.3,Merit,1,2022
12000,No,No,Daily Wage Worker,Factory Worker,Graduate,Semi-Urban,91.0,Management,1,2024
25000,Yes,No,Teacher,Factory Worker,HighSchool,Semi-Urban,78.7,Merit,0,2022
12000,Yes,No,Daily Wage Worker,Government Job,Postgraduate,Rural,94.2,Merit,0,2024
3000,No,Yes,Daily Wage Worker,Teacher,Diploma,Rural,44.9,Management,1,2022
18000,Yes,Yes,Government Job,Teacher,Diploma,Rural,98.2,SC/ST,0,2022
18000,No,Yes,Government Job,Factory Worker,Graduate,Rural,98.1,Merit,0,2024
12000,No,No,Factory Worker,Daily Wage Worker,Graduate,Urban,55.8,Merit,0,2024
25000,Yes,No,Driver,Homemaker,Diploma,Semi-Urban,43.5,SC/ST,1,2024
25000,Yes,No,Shopkeeper,Shopkeeper,Primary School,Urban,62.0,Merit,0,2022
35000,No,No,Teacher,Factory Worker,Primary School,Urban,65.6,SC/ST,1,2023
35000,No,No,Farmer,Teacher,HighSchool,Urban,55.9,SC/ST,1,2021
35000,Yes,No,Teacher,Shopkeeper,Graduate,Urban,43.2,Management,0,2024
12000,No,Yes,Engineer,Homemaker,Graduate,Rural,91.1,Management,1,2021
45000,Yes,No,Doctor,Farmer,HighSchool,Rural,52.5,Management,0,2021
25000,Yes,Yes,Doctor,Factory Worker,No Formal Education,Urban,91.5,OBC,0,2022
18000,No,Yes,Driver,Nurse,Graduate,Rural,55.3,Merit,1,2022
35000,Yes,Yes,Government Job,Homemaker,Graduate,Rural,90.1,Merit,0,2022
18000,Yes,No,Shopkeeper,Homemaker,Graduate,Urban,56.7,Merit,0,2021
25000,Yes,No,Doctor,Nurse,Graduate,Urban,45.9,Merit,0,2023
45000,No,Yes,Teacher,Daily Wage Worker,HighSchool,Rural,88.5,Merit,0,2021
60000,No,No,Shopkeeper,Homemaker,Graduate,Urban,56.4,Merit,0,2021
75000,No,No,Driver,Factory Worker,Diploma,Urban,58.2,Merit,0,2024
25000,Yes,Yes,Engineer,Shopkeeper,Graduate,Urban,64.1,Merit,0,2023
25000,Yes,Yes,Small Business,Shopkeeper,HighSchool,Urban,75.7,SC/ST,1,2024
45000,Yes,Yes,Farmer,Nurse,Graduate,Rural,77.5,SC/ST,1,2023
12000,Yes,No,Government Job,Teacher,HighSchool,Urban,44.5,Merit,0,2022
60000,No,No,Teacher,Daily Wage Worker,HighSchool,Semi-Urban,96.2,Management,0,2023
25000,No,Yes,Factory Worker,Shopkeeper,HighSchool,Semi-Urban,43.1,SC/ST,1,2021
8000,Yes,No,Daily Wage Worker,Homemaker,Graduate,Urban,89.3,Management,0,2023
5000,No,No,Engineer,Teacher,Graduate,Semi-Urban,82.2,Merit,0,2022
60000,Yes,No,Shopkeeper,Shopkeeper,HighSchool,Urban,57.1,Merit,0,2024
5000,No,Yes,Driver,Factory Worker,Primary School,Urban,75.2,SC/ST,1,2022
12000,No,No,Shopkeeper,Shopkeeper,No Formal Education,Rural,72.4,SC/ST,1,2022
12000,Yes,Yes,Shopkeeper,Farmer,Graduate,Semi-Urban,79.3,OBC,0,2022
8000,No,No,Daily Wage Worker,Teacher,Diploma,Rural,83.5,Merit,1,2023
12000,No,No,Teacher,Homemaker,Graduate,Rural,70.4,Management,1,2023
45000,Yes,Yes,Doctor,Government Job,Graduate,Rural,82.3,Merit,0,2021
3000,Yes,Yes,Engineer,Nurse,Postgraduate,Semi-Urban,51.7,Merit,0,2024
60000,Yes,Yes,Factory Worker,Homemaker,Diploma,Rural,80.9,Merit,0,2024
60000,Yes,Yes,Shopkeeper,Farmer,Graduate,Urban,65.2,OBC,0,2024
18000,Yes,No,Engineer,Teacher,Diploma,Rural,95.5,Merit,0,2024
8000,No,No,Teacher,Nurse,Graduate,Rural,90.5,Merit,0,2022
35000,No,No,Engineer,Factory Worker,Diploma,Rural,40.1,Management,1,2024
8000,Yes,No,Teacher,Shopkeeper,Postgraduate,Rural,84.9,SC/ST,1,2024
18000,No,Yes,Shopkeeper,Daily Wage Worker,HighSchool,Rural,75.5,Merit,1,2021
75000,Yes,Yes,Driver,Teacher,Graduate,Urban,82.1,Merit,0,2022
100000,Yes,No,Small Business,Government Job,Graduate,Semi-Urban,55.2,Merit,0,2021
45000,No,No,Driver,Factory Worker,Postgraduate,Urban,87.1,Merit,0,2024
12000,No,Yes,Doctor,Nurse,Primary School,Rural,48.3,Merit,1,2024
35000,Yes,No,Doctor,Shopkeeper,Graduate,Rural,93.0,Merit,0,2024
35000,No,No,Farmer,Farmer,HighSchool,Urban,65.6,Merit,1,2022
18000,No,No,Engineer,Daily Wage Worker,Postgraduate,Semi-Urban,46.3,Management,1,2024
35000,Yes,No,Government Job,Homemaker,Graduate,Rural,81.3,Merit,0,2023
3000,No,No,Daily Wage Worker,Shopkeeper,Graduate,Rural,62.8,Merit,1,2022
8000,No,No,Driver,Shopkeeper,Diploma,Urban,55.0,SC/ST,1,2024
25000,Yes,No,Farmer,Teacher,Graduate,Rural,79.5,SC/ST,1,2023
8000,Yes,No,Factory Worker,Nurse,Diploma,Semi-Urban,59.7,Management,1,2023
8000,No,No,Factory Worker,Daily Wage Worker,HighSchool,Urban,52.8,NRI,1,2023
60000,Yes,No,Teacher,Daily Wage Worker,Graduate,Semi-Urban,75.6,Merit,0,2022
100000,Yes,No,Driver,Factory Worker,Diploma,Urban,60.7,Merit,0,2023
25000,No,No,Farmer,Homemaker,HighSchool,Semi-Urban,43.1,Management,1,2021
60000,No,Yes,Daily Wage Worker,Shopkeeper,Graduate,Urban,53.4,NRI,0,2022
100000,Yes,Yes,Driver,Farmer,No Formal Education,Semi-Urban,66.6,Management,0,2022
8000,No,No,Farmer,Nurse,Graduate,Rural,73.9,Merit,1,2024
18000,Yes,No,Small Business,Government Job,Diploma,Semi-Urban,68.7,OBC,0,2023
18000,Yes,Yes,Teacher,Teacher,Graduate,Urban,94.2,Management,0,2022
5000,No,No,Doctor,Homemaker,Primary School,Rural,60.2,SC/ST,1,2024
45000,Yes,Yes,Small Business,Homemaker,Graduate,Semi-Urban,91.2,Merit,0,2024
18000,No,Yes,Small Business,Shopkeeper,Graduate,Semi-Urban,68.2,Merit,1,2021
18000,Yes,No,Driver,Shopkeeper,Graduate,Urban,80.2,Merit,0,2023
8000,No,No,Doctor,Government Job,Diploma,Semi-Urban,71.9,Merit,0,2022
8000,Yes,No,Shopkeeper,Teacher,Graduate,Semi-Urban,46.4,OBC,0,2021
75000,No,No,Doctor,Homemaker,Diploma,Rural,64.9,Management,0,2024
5000,Yes,No,Teacher,Homemaker,HighSchool,Rural,79.8,SC/ST,1,2022
12000,Yes,Yes,Government Job,Teacher,No Formal Education,Rural,56.3,SC/ST,1,2024
12000,No,No,Daily Wage Worker,Factory Worker,Diploma,Urban,59.5,Merit,1,2022
25000,No,Yes,Doctor,Teacher,Graduate,Semi-Urban,81.4,SC/ST,0,2024
25000,Yes,Yes,Factory Worker,Homemaker,HighSchool,Rural,83.3,Merit,1,2023
25000,Yes,No,Engineer,Shopkeeper,Graduate,Semi-Urban,71.6,Sports,0,2024
5000,No,Yes,Driver,Daily Wage Worker,Graduate,Semi-Urban,83.4,Merit,1,2023
12000,No,Yes,Teacher,Government Job,HighSchool,Urban,89.7,Merit,0,2021
60000,Yes,No,Doctor,Nurse,No Formal Education,Semi-Urban,70.0,OBC,0,2022
35000,No,Yes,Doctor,Homemaker,Diploma,Urban,81.0,SC/ST,0,2022
35000,Yes,Yes,Small Business,Factory Worker,Diploma,Rural,40.7,SC/ST,1,2021
35000,No,No,Driver,Nurse,Primary School,Urban,41.7,Merit,1,2023
45000,No,No,Daily Wage Worker,Factory Worker,Graduate,Rural,75.6,Merit,1,2023
5000,Yes,No,Daily Wage Worker,Nurse,Postgraduate,Rural,77.5,Sports,1,2021
18000,No,Yes,Factory Worker,Factory Worker,Primary School,Semi-Urban,57.3,Merit,1,2024
25000,Yes,Yes,Daily Wage Worker,Shopkeeper,HighSchool,Rural,76.4,SC/ST,1,2022
12000,Yes,No,Doctor,Homemaker,Graduate,Rural,46.0,Sports,0,2022
60000,No,No,Farmer,Homemaker,Postgraduate,Rural,85.4,SC/ST,1,2021
25000,No,No,Teacher,Daily Wage Worker,Postgraduate,Semi-Urban,60.8,SC/ST,0,2021
45000,No,Yes,Farmer,Homemaker,Postgraduate,Rural,73.7,Management,1,2022
60000,Yes,No,Small Business,Farmer,Diploma,Urban,97.8,Merit,0,2021
25000,Yes,No,Doctor,Factory Worker,Postgraduate,Rural,70.5,SC/ST,0,2024
75000,Yes,No,Government Job,Shopkeeper,HighSchool,Rural,71.1,Sports,0,2021
25000,No,Yes,Small Business,Daily Wage Worker,Primary School,Semi-Urban,46.1,Merit,1,2023
60000,No,No,Daily Wage Worker,Factory Worker,Graduate,Urban,42.6,SC/ST,1,2021
12000,No,No,Daily Wage Worker,Teacher,Diploma,Urban,94.4,Management,1,2021
25000,Yes,No,Farmer,Factory Worker,Graduate,Rural,91.1,Management,0,2022
25000,No,No,Small Business,Nurse,Graduate,Urban,87.8,Management,0,2024
5000,No,No,Farmer,Government Job,Graduate,Semi-Urban,98.7,Management,1,2021
18000,No,No,Doctor,Farmer,HighSchool,Urban,45.7,Management,0,2023
75000,No,Yes,Driver,Nurse,HighSchool,Semi-Urban,85.2,Management,0,2023
35000,Yes,No,Factory Worker,Factory Worker,Graduate,Rural,46.6,SC/ST,1,2023
8000,Yes,No,Government Job,Shopkeeper,Diploma,Urban,77.5,Merit,0,2022
12000,Yes,No,Engineer,Government Job,HighSchool,Rural,82.4,Merit,0,2023
8000,No,No,Factory Worker,Homemaker,HighSchool,Urban,80.9,Merit,1,2021
3000,Yes,No,Shopkeeper,Factory Worker,Graduate,Semi-Urban,55.6,Merit,0,2021
75000,No,No,Doctor,Farmer,Postgraduate,Rural,92.1,Management,0,2021
18000,Yes,No,Farmer,Homemaker,Graduate,Rural,73.4,SC/ST,1,2024
12000,Yes,No,Driver,Shopkeeper,Graduate,Rural,93.9,Management,0,2022
25000,No,Yes,Doctor,Farmer,Graduate,Rural,66.2,OBC,1,2023
3000,Yes,No,Daily Wage Worker,Nurse,HighSchool,Semi-Urban,60.2,Merit,1,2024
12000,No,No,Small Business,Teacher,Graduate,Urban,93.0,Merit,0,2022
35000,No,Yes,Doctor,Daily Wage Worker,Graduate,Rural,88.1,Merit,0,2021
35000,No,No,Driver,Factory Worker,Postgraduate,Rural,45.1,Management,1,2021
100000,No,Yes,Driver,Teacher,No Formal Education,Urban,65.9,Merit,0,2023
35000,Yes,No,Farmer,Farmer,Postgraduate,Rural,44.5,Sports,1,2024
18000,Yes,Yes,Factory Worker,Government Job,Graduate,Urban,91.3,Management,1,2022
45000,Yes,Yes,Shopkeeper,Farmer,No Formal Education,Rural,68.2,Merit,0,2024
75000,Yes,No,Factory Worker,Daily Wage Worker,Diploma,Urban,55.4,Merit,0,2023
45000,Yes,Yes,Factory Worker,Shopkeeper,Primary School,Urban,44.1,SC/ST,1,2023
100000,No,No,Factory Worker,Shopkeeper,Graduate,Rural,57.3,NRI,0,2021
45000,No,Yes,Doctor,Daily Wage Worker,Diploma,Rural,61.5,Management,1,2023
60000,No,No,Teacher,Nurse,Graduate,Rural,97.3,Management,0,2021
8000,Yes,No,Doctor,Government Job,Graduate,Rural,98.4,SC/ST,0,2023
45000,Yes,No,Shopkeeper,Nurse,Graduate,Rural,67.3,SC/ST,1,2022
18000,Yes,Yes,Government Job,Homemaker,HighSchool,Semi-Urban,93.9,SC/ST,0,2022
25000,No,Yes,Factory Worker,Homemaker,Postgraduate,Urban,87.1,SC/ST,1,2022
35000,No,Yes,Daily Wage Worker,Nurse,Postgraduate,Rural,85.4,OBC,1,2024
100000,Yes,No,Engineer,Factory Worker,Graduate,Urban,55.9,Merit,0,2024
100000,No,No,Shopkeeper,Homemaker,HighSchool,Rural,83.8,Merit,0,2023
12000,Yes,No,Small Business,Homemaker,Postgraduate,Rural,98.5,OBC,0,2023
45000,No,No,Factory Worker,Teacher,Graduate,Rural,89.6,Merit,0,2021
45000,No,No,Doctor,Homemaker,Postgraduate,Rural,72.0,Sports,0,2022
